iso3,location,region,hrp_location,indicator_id,date,alert_level,value,plot,map,plot2,other_images,summary_long,summary_short,summary_source,hdx_url,source_url,other_urls,further_information,campaign_url,campaign_date,signals_version
NGA,Nigeria,West and Central Africa,True,jrc_agricultural_hotspots,2017-09-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/5f4fd70f-9233-115b-0f2e-c8e9022542c1.png,,,,"As of September 2017, crop conditions in Western and Central Nigeria have returned to normal following earlier delays caused by below-average rainfall in March and April. However, in the North East, crop production expectations have been negatively impacted by ongoing conflict and below-average rainfall in July. Additionally, there is a slight delay in the second maize season in central/western Ghana, attributed to a similar delay in the first season.","Conflicts, delayed rain affect crop production in West and Central regions.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.",http://eepurl.com/iRHLgc#NGA,2017-09-11,0.1.0
NGA,Nigeria,West and Central Africa,True,jrc_agricultural_hotspots,2018-07-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/1b9d0cb0-1cf1-8fff-1d84-2a3c6f684197.png,,,,"**Summary (July 2018):**

As of July 2018, crop-related conditions in Nigeria appear to be showing signs of improvement despite earlier challenges. Initially, the country did not register as a hotspot for drought conditions. However, by April, the west, particularly Niger province, experienced a delayed start to the crop season due to insufficient rainfall. By May, early season maize crop conditions in southern and central regions were slightly below average, and security issues in the North East posed additional challenges for field preparation and planting.

June presented continued below-average rainfall in central and northern parts (notably in Niger and Kwara) with below-average crop conditions extending to some eastern areas. 

As of July, despite an initial delay in the rainy season, cumulative rainfall has improved and become generally favorable in water-limited regions. Nonetheless, conflict in the North East persists, significantly affecting agricultural and pastoral activities, especially hindering pastoral mobility with many pastoralists remaining in central and southern areas instead of migrating back north. These conditions need ongoing monitoring to ensure effective agricultural progress.","Improving rainfall benefits crops, but conflict hampers agricultural activities in north.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.",http://eepurl.com/iRHLo2#NGA,2018-07-11,0.1.0
NGA,Nigeria,West and Central Africa,True,jrc_agricultural_hotspots,2018-09-11 00:00:00,High concern,2.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/6b1c3bca-7660-4c01-df80-a82808c2b932.png,,,,"As of September 2018, Nigeria's crop conditions show a mixed picture. First season crops are generally in good condition across the country. However, intense rainfall and flooding in August and September, especially along the Niger and Benue rivers, have caused significant damage to farmlands and crop losses. Jigawa state has been particularly affected, with 46,000 farmers losing farmland to floodwaters. The flooding has also disrupted main transportation routes, possibly restricting food access in rural areas.

The ongoing conflict in northeastern Nigeria continues to impede both agricultural activities and pastoral movements, contributing to food insecurity for more than 2 million people. Despite earlier delays in the rainy season and security challenges noted throughout the growing seasons, overall weather conditions had been favorable until the recent floods but now pose a serious concern for food production and access.","Floods damage farmlands, disrupt transport, worsening food insecurity amid conflict.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.",http://eepurl.com/iRHLqU#NGA,2018-09-11,0.1.0
NGA,Nigeria,West and Central Africa,True,jrc_agricultural_hotspots,2020-08-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/10f1f4fc-a27a-83dc-e6d7-3d7cdd131a0a.png,,,,"As of August 2020, crop conditions in Nigeria are generally favourable, but production for the main season is expected to be below average. This is due to multiple factors including the impact of COVID-19, which has resulted in reduced capacity to purchase agricultural inputs and hire labor. Additionally, floods have significantly impacted farmland, particularly in Kebbi State where 500,000 hectares of farmland, mainly rice farms, have been destroyed. Conflict and insecurity persist in the northeast, central, and northwest regions, further impeding agricultural activities and straining food security. Despite good rains improving some crop conditions, the overall outlook remains negatively affected due to these compounded challenges.","Floods, conflict, and COVID-19 impacts drop crop production below average.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,https://fews.net/sites/default/files/documents/reports/Special%20Report_Impacts%20of%20COVID-19%20on%20crop%20and%20livestock%20production_08_21_2020_0.pdf; https://dailytrust.com/floods-two-dead-farm-produce-worth-over-n5bn-lost-in-bauchi-kebbi; https://agricultural-production-hotspots.ec.europa.eu/s/540193d4; https://agricultural-production-hotspots.ec.europa.eu/s/a617f56d,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://fews.net/sites/default/files/documents/reports/Special%20Report_Impacts%20of%20COVID-19%20on%20crop%20and%20livestock%20production_08_21_2020_0.pdf"" title=""Link: https://fews.net/sites/default/files/documents/reports/Special%20Report_Impacts%20of%20COVID-19%20on%20crop%20and%20livestock%20production_08_21_2020_0.pdf"">FEWSNET-Impacts of COVID-19 on crop and livestock production</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://dailytrust.com/floods-two-dead-farm-produce-worth-over-n5bn-lost-in-bauchi-kebbi"">Daily Trust</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://agricultural-production-hotspots.ec.europa.eu/s/540193d4"" title=""Link: https://agricultural-production-hotspots.ec.europa.eu/s/540193d4"">Argungu</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://agricultural-production-hotspots.ec.europa.eu/s/a617f56d"">Bagudo</a> </li></ol></p>",http://eepurl.com/iRHLEI#NGA,2020-08-11,0.1.0
NGA,Nigeria,West and Central Africa,True,jrc_agricultural_hotspots,2021-08-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/437c1f19-377c-97e5-27c2-909482cf33a5.png,,,,"As of August 2021, Nigeria is facing a complex agricultural and food security situation. Despite beneficial and generally timely rains in the south, contributing to a high production of maize crops, the country is grappling with significant challenges. In the north and middle belt, irregular rainfall has resulted in vegetation anomalies and affected agricultural performance. The onset of heavy rainfall in August has further exacerbated the situation by causing flooding, which has destroyed homes, infrastructure, and up to 6,000 hectares of farmland.

Moreover, persistent conflict in the northeast, northwest, and north-central regions continues to impede agricultural activities and restrict access to food and income. This ongoing conflict, coupled with high input costs and reduced purchasing power, has led to a significant increase in food insecurity, with nearly 13 million people projected to need humanitarian assistance during the lean season (June-August 2021). The deteriorating security situation and adverse weather conditions underline the urgent need for continued monitoring and intervention to mitigate the impact on the vulnerable population.","Conflict and erratic weather heighten food insecurity, affecting 13 million people.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,https://floodlist.com/africa/nigeria-floods-niger-state-august-2021; https://floodlist.com/africa/floods-nigeria-jigawa-bauchi-adamawa-august-2021; https://floodlist.com/africa/nigeria-floods-july-august-2021; https://punchng.com/flood-destroys-bauchi-6000-hectare-farm-n900m-property-road-linking-cameroon/; https://agricultural-production-hotspots.ec.europa.eu/s/f837571a; https://fews.net/west-africa/nigeria/key-message-update/july-2021,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://floodlist.com/africa/nigeria-floods-niger-state-august-2021"">Floodlist-20/08</a> </li><li> <a href=""https://floodlist.com/africa/floods-nigeria-jigawa-bauchi-adamawa-august-2021"">Floodlist-16/08</a> </li><li> <a href=""https://floodlist.com/africa/nigeria-floods-july-august-2021"">Floodlist-13/08</a> </li><li> <a href=""https://punchng.com/flood-destroys-bauchi-6000-hectare-farm-n900m-property-road-linking-cameroon/"">News</a> </li><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/s/f837571a"">ASAP High Resolution Viewer</a> </li><li> <a href=""https://fews.net/west-africa/nigeria/key-message-update/july-2021"">FEWSNET</a> </li></ol></p>",http://eepurl.com/iRHLME#NGA,2021-08-11,0.1.0
NGA,Nigeria,West and Central Africa,True,jrc_agricultural_hotspots,2022-08-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/85f5830d-27c2-c560-8f4a-e97cc6233dbd.png,,,,"**Summary (August 2022):**

In August 2022, Nigeria's agricultural landscape presents a mixed situation. The southern bimodal areas are harvesting main-season maize with favorable production prospects due to timely rains and generally average precipitation. However, the northern regions, preparing for the harvest of coarse grains in September, face significant challenges. Vegetation anomalies persist in the northeast, primarily due to restricted agricultural activities from ongoing conflicts and insecurity.

Heavy rainfall in August exacerbated the situation, causing flooding, loss of lives, and destruction of homes, infrastructure, and farmlands in Jigawa and Adamawa states. Flooding incidents also threaten the rice fields in Niger state, with around 2,000 hectares at risk of being submerged.

Humanitarian needs are critical, with approximately 19.45 million people projected to require food assistance between June and August 2022. This includes 1.18 million in an emergency state, driven by deteriorated security conditions, conflicts, localized food production shortfalls, high food prices, and reduced incomes. The dire circumstances highlight both urgent humanitarian needs and significant agricultural disruptions.","Flooding and conflicts disrupt northern grain harvest, millions need food aid.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,https://floodlist.com/africa/nigeria-floods-jigawa-august-2022; https://floodlist.com/africa/nigeria-jigawa-floods-update-august-2022%2015/08; https://floodlist.com/africa/nigeria-floods-adamawa-august-2022; https://reliefweb.int/report/nigeria/nigeria-floods-update-nimet-nema-media-echo-daily-flash-23-august-2022; https://tribuneonlineng.com/2000-hectares-of-rice-farms-risk-being-submerged-by-floods-in-niger-state/; https://www.fao.org/3/cc0868en/cc0868en.pdf,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://floodlist.com/africa/nigeria-floods-jigawa-august-2022"">Floodlist-04/08</a> </li><li> <a href=""https://floodlist.com/africa/nigeria-jigawa-floods-update-august-2022%2015/08"">Floodlist-15/08</a> </li><li> <a href=""https://floodlist.com/africa/nigeria-floods-adamawa-august-2022"">Floodlist-26/08</a> </li><li> <a href=""https://reliefweb.int/report/nigeria/nigeria-floods-update-nimet-nema-media-echo-daily-flash-23-august-2022"">ECHO</a> </li><li> <a href=""https://tribuneonlineng.com/2000-hectares-of-rice-farms-risk-being-submerged-by-floods-in-niger-state/"">News site</a> </li><li> <a href=""https://www.fao.org/3/cc0868en/cc0868en.pdf"">FAO-Crop Prospects and Food Situation, July 2022</a> </li></ol></p>",http://eepurl.com/iRHLUI#NGA,2022-08-11,0.1.0
NIC,Nicaragua,Latin America and the Caribbean,False,jrc_agricultural_hotspots,2019-08-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/b5818980-4c54-db55-6f39-7308466cb2e6.png,,,,"As of August 2019, Nicaragua is experiencing significant challenges with crop production due to persistent rainfall deficits. This follows a period where conditions were generally favorable, particularly evident during the main planting of the **primera** season in May 2019. As planting completed in July 2019, concerns emerged in northwestern Nicaragua, specifically in Chinandega, Estelí, Madriz, and Nueva Segovia regions, due to below-average rains affecting soil moisture. These concerns have materialized, as the ongoing harvesting period has shown clear evidence of deteriorated vegetation conditions and decreased crop yields due to continued low rainfall. The effects are visibly significant, impacting around 30% of the cropland and prompting an alarming forecast of a 50% decline in annual production. The most vulnerable families are particularly affected by these adverse conditions.",Persistent rainfall deficits cause 50% decline in annual crop production.,the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,https://www.ineter.gob.ni/boletinagrometeorologico/BOLAGROMET_15_AGOSTO_2019.pdf; http://fews.net/sites/default/files/documents/reports/CA_RMU_2019_08_final.pdf,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://www.ineter.gob.ni/boletinagrometeorologico/BOLAGROMET_15_AGOSTO_2019.pdf"" title=""Link: https://www.ineter.gob.ni/boletinagrometeorologico/BOLAGROMET_15_AGOSTO_2019.pdf"">https://www.ineter.gob.ni/boletinagrometeorologico/BOLAGROMET_15_AGOSTO_2019.pdf</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""http://fews.net/sites/default/files/documents/reports/CA_RMU_2019_08_final.pdf"" title=""Link: http://fews.net/sites/default/files/documents/reports/CA_RMU_2019_08_final.pdf"">http://fews.net/sites/default/files/documents/reports/CA_RMU_2019_08_final.pdf</a> </li></ol></p>",http://eepurl.com/iRHLwI#NIC,2019-08-11,0.1.0
NIC,Nicaragua,Latin America and the Caribbean,False,jrc_agricultural_hotspots,2020-11-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/1aa3dbdd-c711-bb79-2bad-1ffd84d0cb5a.png,,,,"As of November 2020, Nicaragua is facing significant challenges due to the impact of Hurricanes Eta and Iota, which brought heavy rains, strong winds, landslides, and flooding. The hurricanes affected 3 million people across 56 municipalities, damaging infrastructures and farmlands, primarily in the north and the Caribbean areas. Preliminary estimates indicate severe losses for bean and maize crops, with beans experiencing up to 70% losses and maize up to 60% in the most affected areas. While the final impact on postrera production is not yet officially documented, the immediate outlook is concerning.

This comes after a period of generally favorable crop conditions earlier in the year. From June to October 2020, Nicaragua experienced mostly good rains, supporting satisfactory vegetation conditions and crop development for both the primera and postrera seasons. However, this progress has been severely disrupted by the recent hurricanes, which have now put the country's agricultural output and food security at risk.","Hurricanes devastate crops, infrastructure; 70% bean, 60% maize losses feared.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,https://www.laprensa.com.ni/2020/11/19/economia/2749813-preocupan-danos-en-el-frijol-arroz-y-lacteos-pero-cosep-descarta-desabastecimiento,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://www.laprensa.com.ni/2020/11/19/economia/2749813-preocupan-danos-en-el-frijol-arroz-y-lacteos-pero-cosep-descarta-desabastecimiento"">medias</a> </li></ol></p>",http://eepurl.com/iRHLF-/#NIC,2020-11-11,0.1.0
NIC,Nicaragua,Latin America and the Caribbean,False,jrc_agricultural_hotspots,2022-10-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/4be32cde-e743-2890-372a-e0574b536ac1.png,,,,"As of October 2022, the agricultural activities have been affected by recent unfavorable weather conditions. The country experienced a mix of excessive rainfall in early October, primarily caused by hurricane Julia, which led to flash floods and significant infrastructure damage, and mostly dry conditions in the latter part of the month. Most cropland (88%) saw normal rainfall accumulation, but 12% experienced below-normal rainfall.

Temperatures remained normal throughout the month, and the water supply for crops was largely balanced, although some regions suffered from excessive water or drought conditions. The vegetation index shows varying conditions: normal in 57% of croplands, above average in 33%, and below average in 10%, especially affected were regions such as Atlántico Norte, Jinotega, Matagalpa, Atlántico Sur, and Chinandega.

Economic factors continue to pose challenges. Headline inflation is high at 11%, and food price inflation is at 17%, reducing households' purchasing power and food access. Moreover, while some crops like sorghum and beans (main) have been successfully harvested, the combination of dry spells and excessive rains in October poses a threat to crop growth and yields. Food security has deteriorated despite ongoing harvests due to the high food prices and recent hurricane impacts. 

Natural disasters have compounded these issues, with hurricane Julia in October and hurricane Fiona in September causing extensive damage and displacing thousands of households. The government's economic loss estimates from these events are substantial, ranging between $160-$200 million, which is about 1.5% of national GDP. The outlook for the upcoming months indicates above-normal rainfall, which could either benefit or further challenge agricultural prospects depending on distribution.","Unfavorable weather, high inflation, and hurricanes impact crops and food security.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,"https://climate.copernicus.eu/charts/c3s_seasonal/c3s_seasonal_spatial_mm_rain_3m?facets=Parameters,precipitation&time=2022100100,744,2022110100&type=ensm&area=area13; https://floodlist.com/america/central-america-hurricane-julia-october-2022; https://floodlist.com/america/floods-el-salvador-guatemala-honduras-nicaragua-september-2022; https://reliefweb.int/report/cuba/latin-america-caribbean-weekly-situation-update-3-9-october-2022-11-october; https://reliefweb.int/map/nicaragua/satellite-detected-water-extents-between-12-and-16-october-2022-over-region-autonoma-del-atlantico-norte-nicaragua; https://www.tn8.tv/nacionales/huracan-julia-preliminarmente-dejo-millonarias-perdidas-en-nicaragua/; https://hungermap.wfp.org; https://hungermap.wfp.org","Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://climate.copernicus.eu/charts/c3s_seasonal/c3s_seasonal_spatial_mm_rain_3m?facets=Parameters,precipitation&amp;time=2022100100,744,2022110100&amp;type=ensm&amp;area=area13"">Copernicus C3S multi-system</a> </li><li> <a href=""https://floodlist.com/america/central-america-hurricane-julia-october-2022"">Floodlist, October 2022</a> </li><li> <a href=""https://floodlist.com/america/floods-el-salvador-guatemala-honduras-nicaragua-september-2022"">Floodlist, September 2022</a> </li><li> <a href=""https://reliefweb.int/report/cuba/latin-america-caribbean-weekly-situation-update-3-9-october-2022-11-october"">OCHA, October 2022</a> </li><li> <a href=""https://reliefweb.int/map/nicaragua/satellite-detected-water-extents-between-12-and-16-october-2022-over-region-autonoma-del-atlantico-norte-nicaragua"">UNOSAT, October 2022</a> </li><li> <a href=""https://www.tn8.tv/nacionales/huracan-julia-preliminarmente-dejo-millonarias-perdidas-en-nicaragua/"">Media, October 2022</a> </li><li> <a href=""https://hungermap.wfp.org"">Hunger Map, August 2022</a> </li><li> <a href=""https://hungermap.wfp.org"">Hunger Map, August 2022</a> </li></ol></p>",http://eepurl.com/iRHLWE#NIC,2022-10-11,0.1.0
NPL,Nepal,Asia and the Pacific,False,jrc_agricultural_hotspots,2017-09-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/6a9a71b2-f6e8-523e-8304-c72c4ac54dde.png,,,,"As of September 2017, Nepal is experiencing significant challenges due to heavy monsoon rains that caused major floods in August. Around one third of the country was underwater at mid-August, impacting over 1.7 million people and displacing nearly half a million. The floods have damaged approximately 80,000 hectares of crops and destroyed important roads. Earlier in the year, Nepal was not considered a hotspot for drought, with overall favourable conditions through June and July. However, the recent flooding has severely impacted the country's agricultural productivity, especially rice production, which agricultural experts predict will be negatively affected.","Heavy monsoon rains and flooding disrupt agriculture, displace millions, hinder productivity.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.",http://eepurl.com/iRHLgc#NPL,2017-09-11,0.1.0
PAK,Pakistan,Asia and the Pacific,False,jrc_agricultural_hotspots,2016-12-01 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/0d09cb03-3048-2a09-4813-90442c6e0400.png,,,,"As of December 2016, the northern regions of Pakistan, particularly Punjab and the Federally Administered Tribal Areas, continue to experience a rainfall deficit that began in mid-September. This ongoing dry spell has resulted in a probable reduction in pasture biomass. The condition of recently sown barley and wheat crops is currently dependent on the availability of irrigation. This situation follows a pattern observed since September, where lower than average rainfall during the autumn months has already raised concerns about the sowing of winter cereals in areas without irrigation.","Rainfall deficit threatens barley, wheat crop growth in northern regions.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.",http://eepurl.com/iRHK-Y#PAK,2016-12-01,0.1.0
PAK,Pakistan,Asia and the Pacific,False,jrc_agricultural_hotspots,2018-09-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/2fbf7ec9-9047-28a3-c360-67e86b0bd253.png,,,,"As of September 2018, Pakistan is experiencing differentiated crop conditions across its regions with a significant impact in the south. While earlier months up to August did not classify Pakistan as a drought hotspot, and conditions in Punjab were reported as favorable with good rainfall aiding the summer crops, the latest month reveals critical challenges in the southern areas.

In Sindh and Balochistan, there has been significantly less rainfall than average since the beginning of the rainy season in June, culminating in a severe drought identified by September. This drought has led to lower biomass levels for Kharif crops and pastures compared to 2017 and the average. Historical rainfall data shows stark discrepancies with the region receiving a fraction of its usual precipitation. Additionally, irrigated crop areas in Balochistan have diminished compared to the previous year. The drought has also influenced water reservoirs, with the Pakistan Met office reporting decreased water levels in Mangla reservoir.

Due to the ongoing drought conditions, it is anticipated that farmers in affected regions will need to scale back their planting of winter (rabi) crops in the upcoming month.","Severe drought in south impacting crops, hindering winter planting prospects.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,https://tribune.com.pk/story/1797797/1-met-office-issues-alert-severe-drought-southern-pakistan/,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://tribune.com.pk/story/1797797/1-met-office-issues-alert-severe-drought-southern-pakistan/"">https://tribune.com.pk/story/1797797/1-met-office-issues-alert-severe-drought-southern-pakistan/</a> </li></ol></p>",http://eepurl.com/iRHLqU#PAK,2018-09-11,0.1.0
PAK,Pakistan,Asia and the Pacific,False,jrc_agricultural_hotspots,2022-08-11 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/67575713-1fb3-e722-64ec-98022c8b3e12.png,,,,"As of August 2022, Pakistan is experiencing severe impacts due to extreme weather conditions. Although there was above-average biomass for Kharif crops (rice, maize, millet) in the northern regions (Punjab, N.W. Frontier, and FA Tribal Areas) due to abundant rainfall in July and August, this same heavy rainfall has led to devastating floods. These floods, described as the worst of the decade, have affected approximately 33 million people and caused significant damage to agricultural land and livestock, particularly in Sindh and Balochistan. This follows earlier in the year where the Rabi crop harvest was below expectations due to a heat wave and associated water and fertilizer shortages.","Devastating floods impact 33 million, damage crops, livestock in south.",the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,https://agricultural-production-hotspots.ec.europa.eu/s/00b4e2be; https://floodlist.com/asia/pakistan-floods-update-august-2022; https://agricultural-production-hotspots.ec.europa.eu/s/00b4e2be; https://agricultural-production-hotspots.ec.europa.eu/s/2e8c8998; https://agricultural-production-hotspots.ec.europa.eu/s/cae65f89; https://agricultural-production-hotspots.ec.europa.eu/s/40348806,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/s/00b4e2be""></a> </li><li> <a href=""https://floodlist.com/asia/pakistan-floods-update-august-2022"">Floodlist</a> </li><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/s/00b4e2be"">Sindh</a> </li><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/s/2e8c8998"">Balochistan</a> </li><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/s/cae65f89"">ASAP HR Viewer: Punjab</a> </li><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/s/40348806"">ASAP HR Viewer: NW Frontier</a> </li></ol></p>",http://eepurl.com/iRHLUI#PAK,2022-08-11,0.1.0
PER,Peru,Latin America and the Caribbean,False,jrc_agricultural_hotspots,2016-12-01 00:00:00,Medium concern,1.0,https://mcusercontent.com/ea3f905d50ea939780139789d/images/e4c7f7fc-698c-cb57-95f5-1616ae0bfd47.png,,,,"As of December 2016, the coastal regions of the country, particularly Cajamarca, La Libertad, and Ayacucho, are experiencing significant rainfall deficits that could potentially impact recently planted maize crops. In response to the lack of rainfall, the Ministerio de Agricultura y Riego declared an emergency due to water deficits in 17 regions of the country. This marks a critical change from the previous months of October and November 2016, when the country was not considered a hotspot for drought conditions. Monitoring the ongoing conditions will be crucial in the coming weeks.",Severe rainfall deficits threaten maize crops; agriculture ministry declares emergency.,the JRC-ASAP system,https://data.humdata.org/dataset/asap-hotspots-monthly,https://agricultural-production-hotspots.ec.europa.eu,http://www.minagri.gob.pe/portal/publicaciones-y-prensa/noticias-2016/17774-hernandez-manana-sera-declarada-la-emergencia-por-deficit-hidrico-en-17-regiones,"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""http://www.minagri.gob.pe/portal/publicaciones-y-prensa/noticias-2016/17774-hernandez-manana-sera-declarada-la-emergencia-por-deficit-hidrico-en-17-regiones"">http://www.minagri.gob.pe/</a> </li></ol></p>",http://eepurl.com/iRHK-Y#PER,2016-12-01,0.1.0
